 #dectime HR   MN      Qh          Qe           T         H20         WS          DIR           P         Kdn         Ldn       Qstar    
   #units  h    m    W|m2        W|m2        degC        g|m3        m|s          deg         hPa        W|m2        W|m2        W|m2     
 183.8958  21  30  77.223      40.770      25.551      15.444      1.7560      328.62      1015.2      5.4460      362.55     -85.945    
 183.9167  22   0  44.169     -19.527      25.347      15.531      1.2780      318.16      1015.3     -3.1260      361.23     -90.543    
 183.9375  22  30  29.781      12.097      25.174      15.618      1.0620      306.48      1015.4     -3.3650      360.11     -89.353    
 183.9583  23   0  13.996      27.771      25.605      15.394     0.85900      302.12      1015.3     -2.5820      361.05     -88.209    
 183.9792  23  30  8.8350      52.055      25.769      15.155     0.93800      359.17      1015.3     -2.5940      361.04     -88.006    
 184.0000   0   0  2.5530      18.864      25.045      15.960      1.4910      292.04      1015.3     -3.3890      358.68     -86.431    
 184.0208   0  30  4.5990      32.139      24.799      15.420      1.6680      285.41      1015.4     -2.8710      357.60     -85.456    
 184.0417   1   0  5.6720      8.3220      24.937      14.403      1.4140      285.36      1015.4     -2.6960      357.15     -85.763    
 184.0625   1  30  5.0530      11.942      24.997      13.500      1.0480      292.23      1015.3     -2.8540      357.10     -85.731    
 184.0833   2   0  34.565     -8.9910      25.005      13.059     0.24600      202.85      1015.2     -3.0690      356.59     -86.236    
 184.1042   2  30  12.787     -27.653      24.311      12.809      1.3610      98.990      1015.0     -2.6150      354.93     -83.945    
 184.1250   3   0  26.681      8.2470      24.201      12.384     0.70700      91.207      1015.0     -3.1260      354.33     -84.232    
 184.1458   3  30  48.375      26.290      23.638      12.082      1.3740      107.51      1015.0     -2.7400      353.14     -82.391    
 184.1667   4   0  52.505      15.149      23.096      11.879      1.7950      114.69      1014.8     -2.6880      351.37     -81.596    
 184.1875   4  30  30.162     -3.8130      22.778      11.723      1.4280      95.938      1014.5     -2.6660      350.32     -81.046    
 184.2083   5   0  12.879      12.836      22.431      11.407      2.1920      101.25      1014.3     -2.3040      349.56     -79.624    
 184.2292   5  30  16.342    -0.67100      22.535      11.283      1.4190      114.82      1014.2     -2.4440      349.47     -79.980    
 184.2500   6   0  40.448      3.7970      22.501      11.131      1.6990      121.14      1014.1     -1.2280      349.48     -78.425    
 184.2708   6  30  20.969      1.2690      22.464      11.003      1.7320      124.66      1014.0      10.241      349.22     -69.784    
 184.2917   7   0 -1.5650     0.70400      22.455      10.919      1.7530      123.87      1014.1      51.240      350.15     -39.273    
 184.3125   7  30  15.318      2.3330      22.689      10.966      1.4470      116.68      1014.3      112.80      352.52      7.0860    
 184.3333   8   0  24.767     0.29800      23.088      11.008      1.3450      108.20      1014.3      191.85      356.19      70.048    
 184.3542   8  30  67.588      16.758      23.887      11.090      1.2680      95.395      1014.2      274.90      361.10      137.16    
 184.3750   9   0  15.566      7.2260      24.497      10.961      1.4240      108.22      1014.2      359.05      365.42      202.98    
 184.3958   9  30  140.51      18.458      25.901      11.139     0.57500      150.81      1014.0      438.65      372.60      266.81    
 184.4167  10   0  152.59      143.40      26.120      11.978     0.41400      287.29      1013.9      522.05      375.34      334.09    
 184.4375  10  30  174.09     -51.754      25.395      12.598      2.3720      314.88      1013.9      601.95      373.01      394.39    
 184.4583  11   0  65.387      157.84      25.526      12.400      2.5740      332.70      1013.8      681.95      373.98      454.99    
 184.4792  11  30 -999.00     -999.00      26.261     -999.00      2.1340      324.60      1013.6      739.00      379.25      497.99    
 184.5000  12   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00
 184.5208  12  30  271.98     -29.362      27.297      10.913      2.4220      253.33      1013.4      841.00      384.56      572.30    
 184.5417  13   0  377.91      329.00      27.281      12.692      2.6870      230.01      1013.4      873.50      385.03      600.05    
 184.5625  13  30  476.41      341.82      27.066      14.166      2.7960      234.19      1013.1      893.00      384.41      618.43    
 184.5833  14   0  197.17      129.35      26.299      13.752      4.3020      248.33      1013.0      905.00      380.01      624.34    
 184.6042  14  30  452.33      308.15      26.205      13.163      4.6940      242.92      1012.6      900.00      378.11      620.33    
 184.6250  15   0  369.12      730.90      25.815      13.935      4.6830      240.44      1012.5      880.00      376.11      606.86    
 184.6458  15  30  385.25     -999.00      25.775     -999.00      4.2070      241.21      1012.3      851.00      376.25      587.34    
 184.6667  16   0  300.82     -999.00      25.747     -999.00      4.5830      242.22      1012.0      812.00      374.83      554.56    
 184.6875  16  30  110.86     -999.00      25.784     -999.00      4.2820      253.72      1011.7      758.50      372.43      505.71    
 184.7083  17   0  338.99     -23.772      26.196      12.731      3.2980      259.43      1011.3      692.30      370.95      450.08    
 184.7292  17  30  400.20      119.28      26.346      13.226      2.5750      251.37      1011.1      608.70      371.67      382.48    
 184.7500  18   0  392.59      63.265      25.933      14.225      2.8290      255.74      1010.9      519.00      368.43      307.35    
 184.7708  18  30  348.90     -75.704      25.904      14.568      2.4330      255.09      1010.6      424.25      366.09      227.52    
 184.7917  19   0  234.91     -176.62      26.010      14.916      1.9700      261.61      1010.5      324.65      365.26      147.12    
 184.8125  19  30  266.70     -46.447      25.648      15.183      2.2450      238.36      1010.3      228.05      362.31      68.080    
 184.8333  20   0  195.50      172.57      25.140      15.433      2.7880      241.72      1010.3      129.75      357.11     -10.344    
 184.8542  20  30  87.344      55.334      24.873      15.223      2.2520      246.57      1010.3      57.020      354.41     -60.265    
 184.8750  21   0  92.534      23.760      24.790      15.433      1.6120      244.72      1010.2      25.260      354.39     -77.620    
 184.8958  21  30  99.823      90.161      24.593      15.286      1.4810      235.40      1010.1      2.2470      354.55     -90.083    
 184.9167  22   0  71.087     -23.834      24.549      14.272     0.98100      254.62      1010.1     -2.6390      355.50     -91.266    
 184.9375  22  30  30.340      13.841      24.392      13.848     0.99400      243.25      1010.2     -2.7480      356.76     -87.687    
 184.9583  23   0  36.032      12.392      24.276      14.096     0.84900      232.94      1010.2     -2.6170      358.83     -83.731    
 184.9792  23  30  53.632      58.199      24.341      13.811     0.77900      222.27      1010.2     -2.3280      359.95     -81.792    
 185.0000   0   0  100.61      17.104      24.423      13.604     0.58700      217.57      1010.1     -2.2950      359.88     -81.451    
 185.0208   0  30  53.712      32.535      24.473      13.156     0.49300      173.76      1010.1     -2.6050      359.81     -81.541    
 185.0417   1   0  52.300      8.1100      24.492      12.604     0.51500      131.42      1009.8     -2.0670      357.13     -82.843    
 185.0625   1  30  12.294     -4.6490      24.023      12.894      1.6260      96.587      1009.6     -2.4070      358.77     -78.721    
 185.0833   2   0  16.806      1.3190      23.472      12.543      1.8250      91.090      1009.3     -2.5100      359.33     -75.780    
 185.1042   2  30  17.064     -6.7070      23.222      12.215      1.8690      111.39      1009.0     -2.6030      350.65     -82.826    
 185.1250   3   0  13.878     -4.7700      23.148      11.850      1.5810      116.29      1008.8     -2.4770      349.16     -83.329    
 185.1458   3  30  16.004      5.8800      23.040      11.549      1.4240      109.51      1008.6     -2.4340      348.76     -82.922    
 185.1667   4   0  23.089      7.3080      22.776      11.439      1.5610      112.19      1008.2     -2.5640      349.10     -81.363    
 185.1875   4  30  13.254    -0.38200      22.168      11.262      1.9650      105.97      1007.9     -2.5510      348.95     -78.939    
 185.2083   5   0  20.457      6.3840      21.970      11.108      1.7010      107.57      1007.6     -2.3450      350.52     -76.333    
 185.2292   5  30  56.390      16.921      21.752      10.932      2.0120      118.28      1007.4     -2.3650      348.85     -76.895    
 185.2500   6   0  25.094      23.166      21.772      10.721      1.6800      107.49      1007.3     -1.5250      349.47     -75.221    
 185.2708   6  30  27.883      6.9710      21.824      10.567      1.4980      111.10      1007.3      7.8570      350.87     -66.551    
 185.2917   7   0  30.034      5.9610      21.906      10.452      1.6710      120.59      1007.6      55.250      352.24     -31.120    
 185.3125   7  30  25.056      8.8430      21.984      10.431      1.7190      108.61      1007.9      112.60      353.47      11.795    
 185.3333   8   0  53.918      49.949      22.501      10.801      1.9430      98.333      1008.1      178.25      357.07      63.932    
 185.3542   8  30  55.796     -36.879      23.322      11.856      2.0990      98.600      1008.3      260.55      361.82      129.77    
 185.3750   9   0  90.749      19.260      23.996      12.597      2.5560      110.69      1008.1      346.55      364.91      196.73    
 185.3958   9  30  135.02      9.7180      24.812      12.295      3.1670      138.68      1007.8      448.05      368.66      275.01    
 185.4167  10   0  136.69      35.256      25.342      12.081      3.7150      153.66      1007.7      328.40      375.39      184.40    
 185.4375  10  30  236.33      115.52      25.560      13.277      3.9930      165.48      1007.7      491.35      376.00      313.09    
 185.4583  11   0  251.93      81.654      25.771      12.479      5.4920      144.79      1007.6      703.35      376.36      478.38    
 185.4792  11  30  366.17     -999.00      26.213     -999.00      4.4360      143.11      1007.7      734.50      379.36      501.52    
 185.5000  12   0  276.57     -999.00      26.341     -999.00      5.0000      141.20      1007.7      786.50      380.49      540.43    
 185.5208  12  30  362.76     -115.74      26.822      12.610      5.1640      141.50      1007.6      842.00      383.96      585.73    
 185.5417  13   0  242.71      53.312      26.945      12.394      5.2840      133.38      1007.3      549.50      386.64      354.94    
 185.5625  13  30  270.93      15.152      27.565      11.796      4.7140      137.13      1007.2      858.50      388.63      604.38    
 185.5833  14   0  448.01     -309.15      27.356      13.015      4.5690      151.10      1007.2      866.00      392.45      611.00    
 185.6042  14  30  383.03      246.16      26.939      12.928      5.7690      136.74      1007.2      919.00      393.32      653.18    
 185.6250  15   0  427.38      202.84      27.067      12.681      5.4920      132.60      1007.0      868.00      386.02      605.92    
 185.6458  15  30  309.07     -999.00      27.010     -999.00      7.4800      137.54      1006.7      793.50      381.56      544.80    
 185.6667  16   0  432.89     -999.00      26.483     -999.00      6.5690      160.31      1006.8      749.60      382.09      515.34    
 185.6875  16  30  394.75     -999.00      25.991     -999.00      6.4980      161.79      1006.7      657.75      378.67      442.41    
 185.7083  17   0  291.06      90.872      26.096      14.725      5.7580      143.77      1006.8      470.85      380.12      292.48    
 185.7292  17  30  330.20     -7.6520      26.092      14.620      5.5960      143.26      1006.8      459.25      380.31      283.78    
 185.7500  18   0  224.76      6.0700      25.772      14.305      6.0190      138.19      1006.6      432.65      377.68      261.50    
 185.7708  18  30  168.11     -20.274      25.749      14.106      5.9640      133.11      1006.5      220.25      377.47      94.235    
 185.7917  19   0  198.15     -17.237      25.583      14.135      4.6290      147.69      1006.7      179.00      384.25      70.590    
 185.8125  19  30  108.30      109.23      25.521      13.608      5.5170      127.76      1006.7      129.80      381.98      31.220    
 185.8333  20   0  108.60      5.9350      25.382      13.486      5.2750      134.71      1006.6      65.110      387.09     -12.425    
 185.8542  20  30  89.753     -18.150      25.344      13.271      5.0870      145.07      1006.5      29.140      395.00     -31.902    
 185.8750  21   0  73.788      14.361      25.174      13.526      5.7920      151.55      1006.6      23.085      393.14     -36.535    
 185.8958  21  30  68.297     -26.893      24.855      13.953      5.3800      142.35      1006.2      3.5620      374.17     -67.282    
 185.9167  22   0  72.423      3.6800      24.545      14.432      5.3850      141.76      1006.6     -1.6950      375.23     -67.667    
 185.9375  22  30  36.721      25.197      24.538      14.142      4.5240      129.20      1006.8     -1.8540      369.61     -72.209    
 185.9583  23   0  24.097      1.4600      24.586      13.607      3.5400      107.40      1006.8     -2.1030      362.30     -78.741    
 185.9792  23  30  37.763      87.977      24.537      13.016      3.2890      103.10      1007.1     -2.0000      365.19     -75.153    
 186.0000   0   0  21.187      29.488      24.418      12.311      3.4730      100.15      1007.1     -2.0080      366.70     -72.996    
 186.0208   0  30  30.349      4.7730      24.295      11.769      3.1680      78.075      1007.0     -1.9230      368.17     -70.883    
 186.0417   1   0  23.551      14.635      24.264      11.618      3.0470      83.278      1007.1     -2.2470      359.63     -78.776    
 186.0625   1  30  13.241      1.6130      24.255      11.652      2.5680      91.691      1007.3     -1.7160      376.13     -62.136    
 186.0833   2   0  10.965      10.163      24.276      11.209      3.1020      100.29      1007.1     -1.7670      372.70     -65.458    
 186.1042   2  30  11.233     -6.2190      24.328      11.314      2.8930      107.51      1007.3     -1.9410      369.68     -68.548    
 186.1250   3   0  14.740      1.9310      24.198      12.026      2.7910      90.730      1007.5     -2.1750      362.40     -74.501    
 186.1458   3  30  8.7180      14.938      24.281      11.964      2.6740      94.637      1007.5     -1.9260      366.71     -70.100    
 186.1667   4   0  1.3890      29.166      24.188      11.849      2.9550      97.976      1007.2     -2.0380      363.35     -72.859    
 186.1875   4  30  4.3520      27.057      24.140      11.549      3.0170      87.551      1006.8     -2.1050      357.20     -78.473    
 186.2083   5   0  3.6340      22.594      24.051      11.408      3.4400      75.030      1006.5     -2.1820      355.71     -79.357    
 186.2292   5  30 -5.2810      23.642      24.097      11.123      3.3640      75.271      1006.4     -2.0710      356.49     -78.506    
 186.2500   6   0 -8.7640      24.100      24.187      10.852      2.7710      81.545      1006.3     -1.5620      359.25     -75.592    
 186.2708   6  30 -8.3450      33.372      24.207      10.617      2.8800      77.738      1006.2      5.5470      359.92     -69.381    
 186.2917   7   0 -8.9510      32.020      24.365      10.340      2.8050      84.799      1006.1      28.420      356.33     -55.954    
 186.3125   7  30  3.3260      15.383      24.522      10.438      2.5760      81.392      1005.8      90.445      360.37     -6.7420    
 186.3333   8   0  30.648      30.530      25.077      10.670      3.0110      77.994      1005.6      168.80      367.69      57.039    
 186.3542   8  30  7.5340      11.371      25.938      10.709      3.5730      105.61      1005.6      206.30      365.92      80.511    
 186.3750   9   0  29.708     -1.8580      26.506      10.935      4.9610      108.56      1005.5      348.90      369.04      190.76    
 186.3958   9  30  32.542     -10.359      27.148      11.106      5.3910      112.89      1005.6      438.75      373.10      260.14    
 186.4167  10   0  137.64     -74.994      27.650      11.517      5.3550      111.13      1005.3      521.55      375.46      323.73    
 186.4375  10  30  110.56      9.6780      28.334      10.976      6.6930      121.72      1005.1      598.15      379.80      383.08    
 186.4583  11   0  113.37     -5.5660      28.713      10.366      8.6290      121.60      1005.1      641.30      382.98      418.08    
 186.4792  11  30  224.55     -999.00      28.858     -999.00      7.8350      131.09      1005.3      693.10      386.40      462.20    
 186.5000  12   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 186.5208  12  30  237.73      22.691      29.841      10.387      6.1990      120.38      1005.1      830.50      392.78      550.82    
 186.5417  13   0  249.02      33.699      30.103      10.205      6.3420      124.99      1005.0      857.50      394.68      573.08    
 186.5625  13  30  240.21      7.3030      30.554      10.396      6.0750      123.79      1005.0      877.50      397.96      590.71    
 186.5833  14   0  319.88     -7.7540      30.626      10.063      7.3130      126.46      1005.1      885.50      397.51      596.91    
 186.6042  14  30  262.66      87.067      30.999      9.7450      6.3480      118.34      1005.1      869.00      398.34      581.90    
 186.6250  15   0  278.24     -5.2530      31.014      9.5270      6.5090      128.43      1005.2      803.00      396.19      530.28    
 186.6458  15  30  347.01      14.490      30.902      9.7180      6.2170      137.24      1005.5      847.50      394.82      566.29    
 186.6667  16   0  362.25     -999.00      30.319     -999.00      7.0210      142.76      1005.7      810.00      391.40      537.51    
 186.6875  16  30  340.03     -999.00      30.336     -999.00      6.4600      137.86      1005.7      752.00      389.39      493.52    
 186.7083  17   0  318.35     -19.540      30.199      10.422      6.3430      139.04      1005.7      682.90      387.64      439.60    
 186.7292  17  30  276.36      25.541      29.933      10.306      6.6810      132.18      1005.7      606.95      384.18      378.39    
 186.7500  18   0  221.81     -11.424      30.085      10.354      6.4850      120.63      1005.5      516.20      384.05      303.74    
 186.7708  18  30  231.56      57.234      30.115      10.880      5.6990      121.77      1005.2      419.95      384.46      226.23    
 186.7917  19   0  147.43      25.904      29.874      10.443      6.6210      117.64      1005.1      322.75      381.38      147.01    
 186.8125  19  30  161.93      2.3400      29.604      10.846      6.2030      123.27      1005.2      228.10      380.19      72.581    
 186.8333  20   0  98.023     -1.2480      29.217      10.763      6.2410      118.53      1005.4      142.50      378.43      5.8570    
 186.8542  20  30  81.149      36.868      28.915      10.474      5.0930      120.86      1005.4      76.960      375.74     -42.831    
 186.8750  21   0  73.192      3.7380      28.443      10.233      5.1590      125.19      1005.3      23.135      373.62     -73.632    
 186.8958  21  30  35.603     -29.982      28.041      10.430      3.8370      111.95      1005.3      1.7760      373.98     -85.119    
 186.9167  22   0  30.954      1.5840      27.608      10.579      3.2920      107.77      1005.3     -2.4230      372.44     -86.327    
 186.9375  22  30  33.722      13.191      27.014      10.821      2.4140      86.784      1005.6     -2.8490      371.41     -83.792    
 186.9583  23   0  25.328      10.912      26.713      10.875      2.4810      82.780      1005.8     -2.4620      371.56     -80.815    
 186.9792  23  30  35.815     -4.9390      26.411      10.940      3.3450      82.637      1006.1     -2.1630      371.80     -78.105    
 187.0000   0   0  20.691     -3.7400      26.536      11.221      2.4620      90.367      1006.1     -2.1890      372.92     -76.767    
 187.0208   0  30  7.5380     -12.611      27.082      11.786      4.0350      111.49      1006.3     -1.6060      375.43     -75.618    
 187.0417   1   0  19.215     -10.381      27.004      12.140      3.5880      121.90      1006.8     -2.1580      376.80     -74.280    
 187.0625   1  30  34.541     -35.102      26.836      12.562      2.9210      122.57      1007.0     -2.1660      377.50     -72.427    
 187.0833   2   0  32.269     -9.7920      26.739      12.886      2.7490      128.27      1007.2     -2.0860      377.45     -71.544    
 187.1042   2  30  17.762     -10.693      26.555      13.200      3.9300      118.08      1006.9     -1.7070      383.78     -64.246    
 187.1250   3   0 -25.464      7.8980      26.325      13.513      4.9090      111.35      1006.5     -1.8660      377.89     -68.904    
 187.1458   3  30  19.545     -14.381      26.277      13.955      4.4630      113.12      1006.4     -1.3330      393.99     -52.746
 187.1667   4   0  17.910     -6.5290      26.258      14.392      4.4040      109.43      1006.3     -1.5070      390.97     -55.637
 187.1875   4  30  17.041     -6.8310      26.126      14.413      4.4700      106.59      1006.4     -1.1710      402.42     -43.869    
 187.2083   5   0  23.546     -3.2750      26.075      14.393      3.9970      110.45      1006.2    -0.92600      414.52     -32.229    
 187.2292   5  30  19.060    -0.52900      25.689      14.005      2.9640      97.464      1006.0     -1.8740      388.81     -55.791    
 187.2500   6   0  17.865      1.0910      25.541      13.813      2.6420      96.409      1006.1    -0.93000      399.85     -43.398    
 187.2708   6  30  18.233      2.3730      25.647      13.738      2.9870      106.07      1005.5      2.5120      410.79     -30.807    
 187.2917   7   0  23.851      2.6970      25.770      13.574      2.1760      109.67      1006.0      12.970      421.40     -13.760    
 187.3125   7  30  23.631      5.0870      25.758      13.481      2.1510      95.556      1006.0      23.910      425.52     -2.3190    
 187.3333   8   0  34.953      13.171      25.890      13.295      1.8070      95.172      1006.0      78.770      418.39      30.603    
 187.3542   8  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 187.3750   9   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 187.3958   9  30  51.765     -999.00      26.464      11.783      3.5140      102.29      1006.1      196.75      413.37      111.92    
 187.4167  10   0  102.54      6.8470      26.979      11.281      3.8060      99.096      1005.8      381.40      398.77      238.89    
 187.4375  10  30  112.72      36.062      27.633      11.015      4.6400      100.11      1005.5      424.90      399.74      268.61    
 187.4583  11   0  108.79      25.956      27.811      10.888      5.9940      95.138      1005.2      411.15      405.61      264.73    
 187.4792  11  30  103.75     -999.00      28.245     -999.00      6.2700      99.549      1004.9      375.35      411.06      238.38    
 187.5000  12   0  87.827     -999.00      28.515     -999.00      6.9400      102.72      1004.9      440.35      414.65      293.98    
 187.5208  12  30  90.047      23.958      29.073      11.742      6.5340      109.72      1004.6      543.20      416.32      375.05    
 187.5417  13   0  186.46      17.412      29.588      11.823      8.2610      131.50      1004.4      754.00      411.52      534.16    
 187.5625  13  30  245.19      25.446      29.627      12.250      7.1400      123.34      1004.3      640.90      413.33      442.14    
 187.5833  14   0  252.42      63.677      29.453      11.795      7.3820      119.71      1004.2      600.35      415.05      413.09    
 187.6042  14  30  249.28      11.868      29.516      11.889      7.4240      116.29      1004.2      647.75      417.08      452.98    
 187.6250  15   0  273.57     -4.9160      29.585      12.268      7.4730      122.55      1003.9      740.80      412.44      526.31    
 187.6458  15  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 187.6667  16   0  267.29     -999.00      30.009     -999.00      5.9210      117.72      1004.0      737.00      406.34      498.52    
 187.6875  16  30  257.52     -999.00      30.029     -999.00      6.1090      136.52      998.82      694.65      406.05      467.02    
 187.7083  17   0  305.61     -12.485      29.709      13.599      6.5210      135.43      1003.3      637.70      399.72      421.73    
 187.7292  17  30  296.24     -999.00      28.892      13.807      7.3260      138.69      1003.9      578.65      359.90      372.39    
 187.7500  18   0  247.34     -1.7180      27.976      13.933      8.1770      139.91      1004.5      452.45      361.13      277.28    
 187.7708  18  30  272.64     -7.5860      27.159      14.408      7.7020      134.14      1004.8      407.15      356.85      240.01    
 187.7917  19   0  234.98     -53.113      27.038      14.906      6.7860      131.13      1004.6      317.10      351.88      163.71    
 187.8125  19  30  211.19     -6.6880      26.728      15.214      6.0120      137.57      1005.2      184.10      362.72      73.283    
 187.8333  20   0  136.97     -14.082      26.689      15.320      4.3960      134.48      1005.4      100.35      361.35      10.515    
 187.8542  20  30  121.35     -18.378      26.190      15.535      5.2930      133.39      1006.2      89.750      367.05      8.8340    
 187.8750  21   0  109.22     -15.475      25.966      15.624      5.1810      134.86      1006.3      15.555      349.28     -58.624    
 187.8958  21  30  94.583     -11.439      25.645      15.729      4.3060      132.65      1006.4      2.3660      341.88     -72.905    
 187.9167  22   0  95.144     -47.093      25.296      16.107      4.2590      142.30      1006.7     -1.8540      342.18     -73.034    
 187.9375  22  30  92.800     -6.8980      25.340      16.238      3.8110      150.55      1007.2     -1.4580      360.29     -55.094    
 187.9583  23   0  83.077     -15.184      25.294      16.027      3.5900      146.59      1007.4     -2.0420      341.53     -72.275    
 187.9792  23  30  77.199     -24.628      25.162      16.036      3.3260      155.46      1007.6     -2.0100      346.38     -66.652    
 188.0000   0   0  84.982     -1.4690      25.095      16.939      2.7090      158.36      1007.8     -1.0850      383.36     -30.195    
 188.0208   0  30  71.860     -22.523      24.811      17.226      2.9650      169.90      1008.1     -1.3290      375.32     -37.138    
 188.0417   1   0  59.693     -33.284      24.530      17.037      3.0950      164.34      1008.2     -1.9700      352.86     -57.617    
 188.0625   1  30  61.439     -21.209      24.354      16.859      3.0860      169.66      1008.4     -2.0710      345.62     -63.311    
 188.0833   2   0  87.604     -17.600      24.351      16.839      2.0490      167.06      1008.4     -1.2070      369.27     -39.613    
 188.1042   2  30  72.116     -999.00      23.508     -999.00      2.3370      227.74      1008.5     -1.5120      386.91     -20.790
 188.1250   3   0  74.650     -999.00      22.794     -999.00      2.4450      267.58      1008.7     -2.9860      359.25     -45.765
 188.1458   3  30  83.938      13.828      22.424      13.810      2.9350      269.90      1008.8     -1.4080      361.48     -40.338
 188.1667   4   0  69.074      20.720      22.257      12.973      2.3150      279.99      1008.9     -1.2010      368.43     -33.277    
 188.1875   4  30  62.330      15.382      22.035      12.580      2.7520      313.99      1009.0     -1.3960      360.30     -40.407    
 188.2083   5   0  47.345      27.244      21.655      11.955      3.2250      308.91      1009.1     -2.2170      334.11     -64.156    
 188.2292   5  30  49.538      31.780      21.441      11.402      3.3560      321.29      1009.2     -2.6220      313.22     -82.803    
 188.2500   6   0  45.411      18.303      21.234      11.353      2.9610      315.29      1009.4     -1.8730      316.37     -77.650    
 188.2708   6  30  65.237      53.503      20.947      11.069      2.9990      305.50      1009.9      4.5350      310.04     -77.209    
 188.2917   7   0  43.137      21.591      20.752      10.782      2.6970      310.01      1010.4      67.285      320.71     -22.143    
 188.3125   7  30  70.085      23.159      20.782      10.597      2.9840      305.97      1010.8      97.850      322.30     -1.1110    
 188.3333   8   0  84.980      1.2270      20.731      10.881      3.1720      309.97      1011.2      189.75      310.81      50.212    
 188.3542   8  30  191.11     -999.00      21.224      11.225      2.6560      299.24      1011.3      285.85      310.65      119.35    
 188.3750   9   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00
 188.3958   9  30  235.85      39.032      21.640      11.289      3.2680      292.99      1012.0      422.30      317.64      227.82    
 188.4167  10   0  243.65      46.195      21.945      11.205      3.7510      287.82      1012.1      571.95      318.69      339.50    
 188.4375  10  30  328.38     -9.7730      22.046      11.349      4.0160      274.92      1012.0      585.60      320.71      353.85    
 188.4583  11   0  410.47      28.730      22.044      11.275      4.6380      276.69      1012.0      753.50      324.85      486.29    
 188.4792  11  30  546.66     -999.00      22.364     -999.00      4.0570      271.85      1011.9      668.45      335.24      427.39    
 188.5000  12   0  214.89     -999.00      22.169     -999.00      3.6800      307.16      1012.0      416.15      346.20      245.08    
 188.5208  12  30  323.23      41.626      22.622      10.412      3.6960      319.55      1012.1      829.00      332.84      557.97    
 188.5417  13   0  343.35      10.135      23.012      10.500      3.8370      307.96      1012.1      899.00      329.46      603.27    
 188.5625  13  30  348.98      26.130      23.715      10.325      3.6430      304.84      1012.2      924.00      333.63      621.09    
 188.5833  14   0  583.47     -80.514      23.722      11.413      5.2010      270.62      1012.0      927.00      335.77      625.23    
 188.6042  14  30  605.72      44.938      23.815      11.362      4.9730      272.76      1012.0      919.50      333.95      618.73    
 188.6250  15   0  546.76      44.922      23.906      11.121      4.9580      273.40      1012.1      894.50      332.88      599.49    
 188.6458  15  30  604.03      4.8670      23.891      11.014      5.2160      270.74      1012.1      868.50      331.08      580.87    
 188.6667  16   0  576.90     -999.00      23.735     -999.00      5.4580      270.96      1012.2      826.50      330.52      549.86    
 188.6875  16  30  499.33     -999.00      23.911     -999.00      4.8060      265.38      1012.2      771.00      330.10      508.02    
 188.7083  17   0  412.95      19.905      23.843      11.269      5.2960      268.34      1012.1      704.25      327.96      456.37    
 188.7292  17  30  370.02     -10.019      23.901      11.649      4.9250      265.87      1012.0      626.55      325.42      392.24    
 188.7500  18   0  374.83     -46.889      23.949      12.018      4.6730      258.12      1012.0      537.35      324.12      317.94    
 188.7708  18  30  266.91      51.247      23.840      11.861      4.7150      271.68      1012.1      439.10      322.06      237.55    
 188.7917  19   0  334.98      30.271      23.854      12.057      3.9800      270.56      1012.1      336.40      320.81      154.52    
 188.8125  19  30  231.41      4.6370      23.951      11.955      3.5980      261.29      1012.0      236.20      319.98      72.801    
 188.8333  20   0  145.48     -5.7690      23.838      12.044      4.6910      275.50      1012.0      148.80      318.57      2.8880    
 188.8542  20  30  155.32      37.629      24.135      12.410      3.5320      271.17      1012.0      81.165      319.03     -47.726    
 188.8750  21   0  83.122      15.345      24.013      12.618      3.7940      274.53      1012.1      39.710      317.75     -72.730    
 188.8958  21  30  93.936      1.0140      23.973      12.867      3.0910      272.95      1012.1      5.1200      316.62     -89.999    
 188.9167  22   0  47.918      25.513      23.831      13.205      3.2680      282.45      1012.3     -2.5780      316.66     -92.613    
 188.9375  22  30  45.144      2.3300      23.642      13.680      2.8910      282.51      1012.5     -2.9530      314.91     -92.420    
 188.9583  23   0  67.748      31.710      23.565      13.692      3.5100      269.13      1012.6     -2.6330      315.38     -90.486    
 188.9792  23  30  50.589      8.3490      23.366      13.851      3.7720      270.70      1012.8     -2.5410      317.94     -86.657    
 189.0000   0   0  28.704     -50.416      23.285      14.542      3.6340      270.31      1012.9     -2.5020      319.03     -84.678    
 189.0208   0  30  26.552      17.189      23.547      14.720      2.6610      283.44      1013.0     -2.5990      317.60     -86.596    
 189.0417   1   0  47.940      43.375      23.375      14.253      2.7380      287.95      1013.1     -2.6950      316.34     -86.969    
 189.0625   1  30  13.068      25.455      23.035      13.250      3.5210      301.70      1013.2     -2.6660      315.41     -86.428    
 189.0833   2   0  9.2920      22.154      22.885      12.252      3.0370      299.53      1013.1     -2.7670      313.45     -87.682    
 189.1042   2  30  18.241      57.831      22.596      10.614      2.9350      298.61      1012.9     -2.8700      310.77     -89.092    
